ISSN	Título	Estrato	Área de Avaliação	Status
1352-2310	Atmospheric Environment (1994)	A2	ENGENHARIAS IV	Atualizado
0004-9425	Australian Journal of Chemistry (Print)	A2	ENGENHARIAS IV	Atualizado
0304-4165	Biochimica et Biophysica Acta. G, General Subjects (Print)	A2	ENGENHARIAS IV	Atualizado
1367-4803	Bioinformatics (Oxford. Print)	A2	ENGENHARIAS IV	Atualizado
1525-7797	Biomacromolecules	A2	ENGENHARIAS IV	Atualizado
0142-9612	Biomaterials (Guildford)	A2	ENGENHARIAS IV	Atualizado
1746-8094	Biomedical Signal Processing and Control (Print)	A2	ENGENHARIAS IV	Atualizado
0013-5585	Biomedizinische Technik (Berlin. Zeitschrift)	A2	ENGENHARIAS IV	Atualizado
1930-2126	Bioresources (Raleigh, N.C)	A2	ENGENHARIAS IV	Atualizado
0734-9750	Biotechnology Advances	A2	ENGENHARIAS IV	Atualizado
1873-1899	Biotechnology Advances (Online)	A2	ENGENHARIAS IV	Atualizado
1398-5647	Bipolar Disorders (Print)	A2	ENGENHARIAS IV	Atualizado
1752-0509	BMC Systems Biology	A2	ENGENHARIAS IV	Atualizado
1414-431X	Brazilian journal of medical and biological research	A2	ENGENHARIAS IV	Atualizado
1678-4510	Brazilian Journal of Medical and Biological Research	A2	ENGENHARIAS IV	Atualizado
0100-879X	Brazilian Journal of Medical and Biological Research (Impresso)	A2	ENGENHARIAS IV	Atualizado
0007-0912	British Journal of Anaesthesia	A2	ENGENHARIAS IV	Atualizado
0007-1188	British Journal of Pharmacology	A2	ENGENHARIAS IV	Atualizado
0008-6223	Carbon (New York)	A2	ENGENHARIAS IV	Atualizado
0008-6363	Cardiovascular Research	A2	ENGENHARIAS IV	Atualizado
0008-6568	Caries Research	A2	ENGENHARIAS IV	Atualizado
0969-0239	Cellulose (London)	A2	ENGENHARIAS IV	Atualizado
0272-8842	Ceramics International	A2	ENGENHARIAS IV	Atualizado
1359-7345	Chemical Communications (London. 1996. Print)	A2	ENGENHARIAS IV	Atualizado
1385-8947	Chemical Engineering Journal (1996)	A2	ENGENHARIAS IV	Atualizado
0897-4756	Chemistry of Materials	A2	ENGENHARIAS IV	Atualizado
0278-081X	Circuits, Systems, and Signal Processing	A2	ENGENHARIAS IV	Atualizado
0009-7322	Circulation (New York, N.Y.)	A2	ENGENHARIAS IV	Atualizado
0009-921X	Clinical Orthopaedics and Related Research	A2	ENGENHARIAS IV	Atualizado
1980-5322	Clinics	A2	ENGENHARIAS IV	Atualizado
1807-5932	Clinics	A2	ENGENHARIAS IV	Atualizado
1469-493X	Cochrane Database of Systematic Reviews (Online)	A2	ENGENHARIAS IV	Atualizado
1007-5704	Communications in Nonlinear Science & Numerical Simulation	A2	ENGENHARIAS IV	Atualizado
0045-7825	Computer Methods in Applied Mechanics and Engineering	A2	ENGENHARIAS IV	Atualizado
1025-5842	Computer Methods in Biomechanics and Biomedical Engineering	A2	ENGENHARIAS IV	Atualizado
0010-4655	Computer Physics Communications	A2	ENGENHARIAS IV	Atualizado
0360-1315	Computers and Education	A2	ENGENHARIAS IV	Atualizado
0045-7906	Computers & Electrical Engineering	A2	ENGENHARIAS IV	Atualizado
0010-4825	Computers in Biology and Medicine	A2	ENGENHARIAS IV	Atualizado
0267-6192	Computer Systems Science and Engineering	A2	ENGENHARIAS IV	Atualizado
0090-3493	Critical Care Medicine	A2	ENGENHARIAS IV	Atualizado
0149-5992	Diabetes Care	A2	ENGENHARIAS IV	Atualizado
0012-1797	Diabetes (New York, N.Y.)	A2	ENGENHARIAS IV	Atualizado
0012-186X	Diabetologia (Berlin)	A2	ENGENHARIAS IV	Atualizado
0924-6703	Discrete Event Dynamic Systems	A2	ENGENHARIAS IV	Atualizado
0143-7208	Dyes and Pigments	A2	ENGENHARIAS IV	Atualizado
0012-7353	DYNA (Medellín)	A2	ENGENHARIAS IV	Atualizado
0948-7921	Electrical Engineering (Berlin. Print)	A2	ENGENHARIAS IV	Atualizado
1532-5008	Electric Power Components and Systems	A2	ENGENHARIAS IV	Atualizado
1382-3256	Empirical Software Engineering	A2	ENGENHARIAS IV	Atualizado
0360-5442	Energy (Oxford)	A2	ENGENHARIAS IV	Atualizado
0301-4215	Energy Policy	A2	ENGENHARIAS IV	Atualizado
0160-4120	Environment International	A2	ENGENHARIAS IV	Atualizado
0013-9580	Epilepsia (Copenhagen)	A2	ENGENHARIAS IV	Atualizado
1225-6463	ETRI Journal	A2	ENGENHARIAS IV	Atualizado
1687-6180	EURASIP Journal on Advances in Signal Processing (Online)	A2	ENGENHARIAS IV	Atualizado
1687-6172	EURASIP Journal on Advances in Signal Processing (Print)	A2	ENGENHARIAS IV	Atualizado
1687-1472	EURASIP Journal on Wireless Communications and Networking	A2	ENGENHARIAS IV	Atualizado
1687-1499	EURASIP J WIREL COMM	A2	ENGENHARIAS IV	Atualizado
0377-2217	European Journal of Operational Research	A2	ENGENHARIAS IV	Atualizado
0014-3057	European Polymer Journal	A2	ENGENHARIAS IV	Atualizado
1430-144X	European Transactions on Electrical Power	A2	ENGENHARIAS IV	Atualizado
1124-318X	European Transactions on Telecommunications	A2	ENGENHARIAS IV	Atualizado
0014-4835	Experimental Eye Research	A2	ENGENHARIAS IV	Atualizado
0014-4886	Experimental Neurology	A2	ENGENHARIAS IV	Atualizado
0957-4174	Expert Systems with Applications	A2	ENGENHARIAS IV	Atualizado
0146-8030	Fiber and Integrated Optics (Print)	A2	ENGENHARIAS IV	Atualizado
0955-5986	Flow Measurement and Instrumentation	A2	ENGENHARIAS IV	Atualizado
0963-9969	Food Research International	A2	ENGENHARIAS IV	Atualizado
