ISSN	Título	Estrato	Área de Avaliação	Status
0340-6717	Human Genetics	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0964-6906	Human Molecular Genetics (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1059-7794	Human Mutation	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1355-4786	Human Reproduction Update (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1524-4563	Hypertension	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0194-911X	Hypertension (Dallas, Tex. 1979)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1074-7613	Immunity (Cambridge, Mass.)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0105-2896	Immunological Reviews	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0342-4642	Intensive Care Medicine (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0020-7136	International Journal of Cancer (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0167-5273	International Journal of Cardiology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0300-5771	International Journal of Epidemiology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1936-878X	JACC: Cardiovascular Imaging	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
2245-4464	J Infect Dis	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0091-6749	Journal of Allergy and Clinical Immunology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0305-7453	Journal of Antimicrobial Chemotherapy (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0896-8411	Journal of Autoimmunity (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0884-0431	Journal of Bone and Mineral Research	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0021-9533	Journal of Cell Science	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0271-678X	Journal of Cerebral Blood Flow and Metabolism	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1549-9618	Journal of Chemical Theory and Computation	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0732-183X	Journal of Clinical Oncology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0168-3659	Journal of Controlled Release	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-0957	Journal of Experimental Botany	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0168-8278	Journal of Hepatology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-202X	Journal of Investigative Dermatology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-2275	Journal of Lipid Research (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0959-9428	Journal of Materials Chemistry (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-2593	Journal of Medical Genetics (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-2623	Journal of Medicinal Chemistry	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-2828	Journal of Molecular and Cellular Cardiology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-3417	Journal of Pathology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0742-3098	Journal of Pineal Research	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1535-3907	Journal of Proteome Research (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1535-3893	Journal of Proteome Research (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1180-4882	Journal of Psychiatry & Neuroscience	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0002-7863	Journal of the American Chemical Society (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0735-1097	Journal of the American College of Cardiology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1046-6673	Journal of the American Society of Nephrology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1538-7836	Journal of Thrombosis and Haemostasis	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1538-7933	Journal of Thrombosis and Haemostasis (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0022-538X	Journal of Virology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0085-2538	Kidney International	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0098-6577	Kidney International. Supplement	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0140-6736	Lancet (British edition)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1473-3099	Lancet. Infectious Diseases (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1474-4422	Lancet Neurology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0887-6924	Leukemia	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1096-7176	Metabolic Engineering (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0270-7306	Molecular and Cellular Biology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1535-7163	Molecular Cancer Therapeutics	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1535-9476	Molecular & Cellular Proteomics	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1535-9484	Molecular & Cellular Proteomics (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1365-2958	Molecular Microbiology (Online)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0950-382X	Molecular Microbiology (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
0893-7648	Molecular Neurobiology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1359-4184	Molecular Psychiatry	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1744-4292	Molecular Systems Biology	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1525-0016	Molecular Therapy (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1383-5742	Mutation Research. Reviews in Mutation Research (Print)	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
1549-9634	Nanomedicine	A1	CIÊNCIAS BIOLÓGICAS II	Atualizado
